Hash,From,To,Value (ETH),Gas,Gas Price (ETH)
0x32826d4abbfa29da01b40098b27b5dcb755c5f2c0bbc790ed5ca199b0ab99400,0xec9e512fe7e90134d8ca7295329ccb0a57c91ecb,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,0,0x23e94,0.000000003772587105
0xab20dc79b18dffa24228ff93fb0100a7f489224972e224efbd356c9e02a9f08a,0xe336c8e4b6649c82a16a7c78577169a24baa7fff,0x2aa101bf99caef7fc1355d4c493a1fe187a007ce,0,0x7a1200,0.000000003617166343
0xe95dc9b3ac41ec3d3a8ce1ee662045e3af5b7a1ef82d3c3ff915f2bdded93408,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x8f8221afbb33998d8584a2b05749ba73c37a938a,0,0x32918,0.000000004964604262
0xb06812841ded93cff4ba6d6e496d4fb03bd20425940a4673442ca23a5ccc9b42,0xdf899a960ad64c2ddcb59ebf0a30c2104841cd53,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x186a0,0.000000004454712863
0x322c28da301c09a87030723720cb58bf119af2fcbed42ea83b02123623684a2c,0x3fe97fea3a97cec95f3aa9fe64d16e3d2616e67e,0xf3de3c0d654fda23dad170f0f320a92172509127,0,0x35e3c,0.000000003797576266
0x5ff0504df416252d7a6741496ef148286f68758b729e6065cacbf76b67e2d6ea,0x13c5c025d18f9c1b14870a3c38f8605c900242bf,0xc28313a1080322cd4a23a89b71ba5632d1fc8962,0,0x1a013,0.000000003797576266
0x4fdcaaea9e41e0b8206937c739627d47606c0d4db790e2f0be8140afd09e1b09,0xb05baafcd89b5c49b491df74ea31f9976f77ddd4,0x144cf2f0a226b70ce944d5c82197fcd82cc02788,0,0x186a0,0.000000004228851385
0xbe66f518f3c3d06338e30d3ca094dc9d08330922e340393d6a6f69b63a56e38e,0xe6983e9a7ca19f77f4a8a61ba9e557f768ae15c4,0x960692640ac4986ffce41620b7e3aa03cf1a0e8f,0,0xdf2a,0.000000003964604263
0x35b7d6637ef33b827efcaa20ea76d138c07a7c8190582bdc2f55954f348845f1,0x5702c3cc3fe94f94eff37284dda6da68d4a0e475,0x5c5b196abe0d54485975d1ec29617d42d9198326,0,0x17c3b,0.000000003797576266
0x57f7a1221c8671cbaee9ee9c2d29bdf4e17e1e72a1e81183fc9bf5001a1a3bfa,0xfa98329097d9cc5966246b70728088395d78bd54,0xe5c435050cfe347ed799f9cc6b8dc6847f8b8516,0,0x13665,0.000000003797576266
0x56b09318d9c3e2779d1cd954b162e7698da5004a59053c01e9c1518ff04cd203,0x4d9ff50ef4da947364bb9650892b2554e7be5e2b,0x0b95993a39a363d99280ac950f5e4536ab5c5566,0.014,0x103a8,0.000000004364604262
0x76ec82664494c7d2afec01ccd887ffac2b6bdfb27f03082bcbff32904520b5e0,0x314609b0b8721b2a52e9d4f0e41508928c33b843,0xc97f05b2968152224f2a982229d17ff5d5e5a658,0.017760917029175861,0x5208,0.000000004964604262
0x30b6779cd9db80a3d7bded1116900abf455c8268a61efef87e925807c024b534,0x7355c6062d6384acea70742365a8e8a39bc971af,0xe9fd4fbd955c5478dfad90ab7610aca285b1b12c,0.02981911,0x5208,0.000000004964604262
0xd0158ab73967a5869b6ce0da632d1ff54807e04494770ee3fbafe775d7669321,0x8d3af050c67b61b1d4e3991a6b9bdb8cc561916e,0x0b5f2892eb5350532bcbe42c0ca163e0e2ce43d8,0.014800764190979884,0x5208,0.000000004964604262
0x0b778b7e3c9cd5383c57e6feef28bc99b5f6eb85a91bd28b738cf696f7a6ad50,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x4803f774a77e6aaa339507c9da5c41de680ce26e,0.0295041529,0x5208,0.000000004964604262
0xb40f472fe458b3eda6097c770aa2cc35eece3c140256dbae113966a48b24defc,0xd6aa79f878bee6033d0eedff4c39cd378df3c8c9,0x2b08d7cf7eaff0f5f6623d9fb09b080726d4be11,0.0751,0x13e79,0.000000003797576266
0xf010fd04e8ae1681e18c8ede997eb8b76b5b86edf1dafbe04555da44c265f112,0x8aaad194cb977022155316bddb64a42899a6b174,0x73ea215485b69cfb182c1805c05e12539703e9f9,0.0050431584224136,0x6270,0.000000004738427682
0x1f8e6e4e262d764b6279085162e634f3355b54fd81dac7a21a58bfc5e651016b,0xe96ce2b4431aea06350df88a12abc2805e1677aa,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,0x468eb,0.000000003964604262
0x03c94eee1c1595ee4e0ac310c505765014196631b22e4eade30c228bb0abe813,0xd483a9c3c7494549c4ced55364822bd183312cab,0x9cf0ed013e67db12ca3af8e7506fe401aa14dad6,0,0x7330,0.000000004964604262
0x98679753c7fb723d43f554b38a6d312083d727825bd43cff87f0d5c219856b27,0x364f5b39b6e82dfec56f75eb11435310125936ce,0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,0.975617000000009002,0x7b0c,0.000000003797576266
0x7a4bb3b388a65ed0233898dcbf427c02ab0e147ecafe89f53ef172c0f5cc5300,0xaeb0f4ac09a4a92937c4e723b4eb64b2fb933bb8,0x524cab2ec69124574082676e6f654a18df49a048,0,0x16f99,0.000000003772587105
0x51e896ab6f003705c1be9a21bc762a204a2809158b8fda8a047727c2d45aff89,0xa9cd92e90f1e09e74d0753b4bdc18cc00b5d2f05,0x0000000000000068f116a894984e2db1123eb395,0,0x4e2f3,0.000000003772587105
0xe481431c9571351b3ca9bf4f2a7f1e465ff6cfeca9329ac086494487711ea164,0x90fcf38fce6250e9e0187e32c388971aafdd5426,0xcec7dbd3f2371ab0dd5ee1701a070af04d43019f,0.04867,0x7b0c,0.000000003772587105
0x7f72b93ed3112110e8909b287f282c567739ef39e0c144d69cfe15948c9ffc8d,0xf710a4f13b7b1cb52dd090f93b9b626ce607539b,0x0cc6864d843af9336fc82985905d82946ae2c792,0.010805689103834757,0x5208,0.000000003772587105
0xff1a8f4769ec22175798d68ea48fecf31b9e47483f57818f9a342c489bcdc784,0x40f8d1ba843f9b00e3e325164fda8daef0cd12fa,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0,0x1ddee,0.000000003772587105
0x5a22735d57a0b3e2fddaddbe6ee92756c180a3737b4420177e61f581f404e0c4,0x521f59f00c3fb1ae3bffd4969daae95754f82ef8,0x0000000000000068f116a894984e2db1123eb395,0.0165,0x2cef0,0.000000003772587105
0x828077deaa70160d76b6f767849fbbe1be011dd4ac5fc95e50b4566fd1b4c3ef,0x3d85618778fa74a45965af1b0fb66e3f0462946e,0x5efc9d10e42fb517456f4ac41eb5e2ebe42c8918,0,0x132f4e,0.000000003
0x978b94a79ca07c224c32b8c11fcfdb481ab958a9a708e89baf9c31892afe06bd,0x6f00c406d32c6bb09d48e78d7cfb7ff96875cb57,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0,0x2b8d5,0.000000003772587105
0x3412114dcd1a08b94f104928eea85c5b32972ae652d3f84a02bb084a7dd31a40,0x4fbbcbba17b39d40bf9155aafb5668d8d49c74c4,0xa5f565650890fba1824ee0f21ebbbf660a179934,0.0071,0xa96a,0.000000003691685079
0xcd13dcc22864c47b589197886b274d6f8172ea35739e2e66015a79893aebba89,0x492c780169114f695757d94d4ff64ff3188e1842,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0.0001,0x5c132,0.000000003064604262
0xa86a27f97b22c4a6145c3482e40e82bf7beb0a02427d65528cc99313a4acf113,0xe999b5b1237b31df4de476c547f6c3a1c5b47a9d,0x253553366da8546fc250f225fe3d25d0c782303b,0,0xae28,0.000000002964605462
0xbe07124f4092abbeb64882d3e678d8f3007569ca39271728f34deec3af88e945,0xfb67b5625da25f13c1f2709cc381cbdd3701d4d8,0x8236a87084f8b84306f72007f36f2618a5634494,0,0x13302,0.000000002964605462
0x3fe4e1d76ffa1b675384b4201319cb465149e4c4e948babe76b602de7828b6f0,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0xc6093fd9cc143f9f058938868b2df2daf9a91d28,0.000622147662549505,0x5208,0.000000002964604262
0x549a753a834252500428f691c3b1e1a905fe83b08fc8fddef3984bcb155a7bb0,0xf70da97812cb96acdf810712aa562db8dfa3dbef,0x74c23a865c5e1f063fb3a4fc87fd5f03fcc720ee,0.0644856421485204,0x6270,0.000000004242087457
0xcc8a3ee7d816d3f0a47e2b448db193e60b9db5a14b1f1c96363a0eaa17b9d51b,0x1a1c87d9a6f55d3bbb064bff1059ad37b6bdc097,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0,0x30d40,0.000000003592845157
0x96fb75a30a8bea7832ec7655eee8c9f284d648baab74cb0aa0d5a6d269f14f3e,0x1a1c87d9a6f55d3bbb064bff1059ad37b6bdc097,0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,0,0x30d40,0.000000003877277262
0xa1e5c9e28d3c33308e410ed726ddfdc5e8669dc65d94c3f1addc008080dca69e,0x1a1c87d9a6f55d3bbb064bff1059ad37b6bdc097,0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,0,0x30d40,0.000000003877277262
0xf57588f686e9239d3cc2959d41f043dc75f2c8d524fbede97ceedbec4e8da7dc,0xa76e31d8471d569efdd3d95d1b11ce6710f4533f,0xaeba8e2307a22b6824a9a7a39f8b016c357cd1fe,0,0x545c,0.000000003964604262
0x9ad6aa06fdf20bf4551be0eb7913eb7cf67b2028484888afb405687d8ca9c85a,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xddb13aca66b1c04d91364beb44f850a9232e128a,0.00561246,0x5208,0.000000003964604262
0x002cd78e0c6dd8e1c692ac87014648d19db9ee3bb62ceaeed14c160377842f82,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x1a8f9d1cdaa335e3f96a9067b603ad6800abab44,0.02365712,0x5208,0.000000003964604262
0x382d888a9ba0fd729eccd3ce0ffa874e7f53b3cb0b0547e80cea33836be485b4,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x6c6996d58446cb980d0ebefdae44c9b0e5192a57,0.01743501,0x5208,0.000000003964604262
0x79b43f12edd2217e5c2bda2e3177793990012b88004091fcb850c264b60d7d49,0x84e5a23abc5ffc37c062f7cc545b395897fff005,0xd2674da94285660c9b2353131bef2d8211369a4b,1.759417138072761,0x5208,0.000000003945806059
0x0a02092c8ec959dbe769e76e099adc396011124436df0ee257b82ee22ec46646,0xaff3e34d4ca89370a3c383196d296747b922dcac,0x1111111254eeb25477b68fb85ed929f73a960582,0.0035465132602656,0x3416a,0.000000003064604262
0x7c7123fa7f0005aa0088f1c6f2b1633ab57d0d3c4554ec42996be805860992f5,0xaded01d00c81b8b1369df005079d7acd7e3b3578,0xc19cd9d35fe7dcd9ba654085cb44ee223dcbfa17,0.009,0x5208,0.000000003797576266
0x18675ad807c24861f2f48331e47ba15bae5c6d4db97a6af14346b2739f888136,0x71a0473db0222e82d3e51cbe6b529296c61fc4f8,0x5dce3796fb9932ed5b056a154d4d3bfff88ef636,0.000491570328326162,0x5208,0.000000003797576266
0x9459298e2775bf021bf65175a6286aa2654f345874c0114e4f0a8809f973f838,0xfa04e6aa48cc3888d40a3152ff479c76d2b7c7ec,0xf967b9d0889630bd49375765bbc08fe0e9b51085,0.6,0x5208,0.000000003797576266
0xc7b60fe170e20db2d17fd86ec6a23414c413c8728f8945cf2328ad0125b2628b,0x718d9bdc145d845dc0d410a3ab4864c74dd484a5,0xbc360a0dbeea142f95a2a9ea9492df2b67bfdc02,0.003677294068538148,0x5208,0.000000003797576266
0x7da43e5cdcde9f4c4d2f8bc210277474e5e376db9888cc1fae3b1cc988c4ad68,0x9a5cc6e3a3325cdc19fc76926cc9666c80139c09,0x06a9ab27c7e2255df1815e6cc0168d7755feb19a,0,0x2dc6c0,0.000000003064604262
0x107e0e846a34baa8f805ef343810d6f157e4d2267cd887674fdd1e236a8aa6a1,0x4409fa48136dbf40012f486161ca3c38086ad388,0x1111111254eeb25477b68fb85ed929f73a960582,0.00738856929222,0x2991c,0.000000003064604262
0x5c9b12e4db846713fc00c070dbb4171457ddc485bc24fe22b244bb0005b92ded,0xefe9e1448854cd3289d56abe14ccf2598b60d07f,0x0000000000001ff3684f28c67538d4d072c22734,0,0x6a4a6,0.000000003964604262
0x5d1cd758be5342ce1c70b548309cb1cdc8d34d195e48b3b4987769adde616294,0xdb7b5cc0d3ede4c018107ef59a4fb805e73a03b0,0x36e57db44173330287ae6476a424dadccb6758f8,0,0x53605,0.000000003964604262
0x0b983d94f4c19216d05088e669a08e299d60cd925af5c6d4254b4a420ebdbe9e,0x480c2a583f4ddc1b817c734ab412f8b49752eef4,0x8236a87084f8b84306f72007f36f2618a5634494,0,0x13581,0.0000000036
0x423e6aeb5b74d25416f4dfc3f985d01d9c56762d90667cdf6250cf479b4828b1,0x710bda329b2a6224e4b44833de30f38e7f81d564,0xb8901acb165ed027e32754e0ffe830802919727f,0,0x7a120,0.000000003031604262
0xebf10358e411d3305495a36884a46ea15546d2c2c0e2bf6b83254e3d2af7962c,0x0a64ecfeca2c01d38c01a00cb38f3c0ff34a319b,0xa1e7bc1c6a45e79ce039befa75de1b3d2b281e56,0,0x30d40,0.00000000301536307
0xfdbba2831ce40d1c605f58832dd18be213b7ee781fb72de338e250c0a63c8ca0,0x60edac9206c26cf5ba11130ddbb5471d6907993c,0xa5f565650890fba1824ee0f21ebbbf660a179934,0.003583336132004961,0x8f40,0.000000003211544145
0x4a06a991e9869a64aaaf711daa2d9f6ef74dee1fc8279097a384e59e804af0e1,0x3f3a26857b3bde848927fafca975b2ee5bcf1390,0x143a9ab797b9f09479086eb4f68d387f84dd9c3a,0.018165550610814999,0x5208,0.000000003184604262
0x4e460de62dd1fd692405da7719a15de6007870ae9f2455af8dbe955ec7d77951,0x61a1293846fa796232a793b77524fc8e7b74e3d9,0x92af340cbe3f695b1bb7279f1cf8b84bf5967e2a,0.325271226572001,0x5208,0.000000003181793857
0x0388c107c079363b618bcdc9bcc3033d4be0a3f2e74205b6dd5f5fc7fb70aaf9,0x46340b20830761efd32832a74d7169b29feb9758,0x22f3c26310ac9af6e09a8fe90a541317d256e175,0.0299,0x55730,0.000000003158951788
0x65acf896b52b519cada2521e7839405f4bdd3c2e519ccf9bb75ab8eb8a3db2f6,0xa55f4f19875e7788af7513e0530fa451eb64f949,0x148167f173cec5fce6e2e303df314efd65b8e441,0,0x1d358,0.000000003964604262
0xaac9ee1467c8e118f5699eb9dd798d2feae838058a7e46f98998710f3ec2f233,0x0d9192757fd2457beb7d2625d62bc7e31c189cd3,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,0,0xc84c,0.00000000301364721
0x1fa504fcb11b994874bb8fab9c96e0fe801d880ed99ea1935aa8a47e52b7237e,0x0d9192757fd2457beb7d2625d62bc7e31c189cd3,0x1111111254eeb25477b68fb85ed929f73a960582,0,0x409b3,0.0000000030132087
0xa34f2a6b4b4718304297a4a506121e1c53d370a913bef82c34fd8d485c91fb42,0x3681e3f30b7283e0f4f61af358a858bf3e086dc2,0x23fb5d2d22e14726518bb3ec76c989b1a178a74d,0.02955427716888,0x5208,0.000000003064604262
0x3921f2383b75a31ddbdf28c83646ab7eedb44e305ef3aa6adf3ceb0b2521dbc5,0x381c3ff9d031b517809ef5f95557882233e6dbb5,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x135f9,0.000000002998354717
0xf81a9e02bcb49c44162b136ac3a4dd279a370826f091442b24f6ff386267c0a2,0xacb99714ce0d01b7680565e4f997cda701a3426b,0x7f227df284f35e5a244603bb1e10814c1766bf63,0.497928444328449,0x5208,0.000000003039170376
0xafba2d7381c71485209b20adc05b7aeab432ee1417079f641cb27c82b8ab8f3e,0xa7ceed38c2b0dd44937a0bf62be8787486ecb5d1,0x2b0cbd46e9eee7b2ef04325c3d5e4e97fdea41b8,0.0331,0x5208,0.000000003039170376
0x079ffaac147f3aced5a3bda4aa8e2327fdf4c47524d68924a74bb36b7bb6e29d,0x0e9e39190df7a2d38872736910cddfa519e419ca,0x05a81f9b2293cdbafa475968026fa6f43199bbbb,0.0332,0x5208,0.000000003039170376
0x122da06a36de94cc15b91d0456e818e3aa8b0fd8f340b8cdf3b74517236fae4d,0xf897971766c8276145814d3d22389de5faf8f0b3,0x7f7de814d364dc5d6dab63bad14270ab762785a2,0,0x102e8,0.000000003
0xf3df0f5ba87444e12e525529c70c0709890a90bb02177fa05f504fc9a8ff6f96,0x77f4df72e2a83885990b8aac83e39643dbf9f534,0x7f7de814d364dc5d6dab63bad14270ab762785a2,0,0x102e8,0.000000003
0x3019dfe13be5edd8177343eaa18681290cc7f4553ca1ac1d69771fb7fb9155b3,0x2dcf686411c20f63f44f3f45975adbfbb610c06c,0x1111111254eeb25477b68fb85ed929f73a960582,0.0319186193423904,0x2f15c,0.000000002972872824
0x32fb097457da14d3183d5116e0332c8a262439622915c621894f0d98b94591b8,0xad955bf653dac04cc20462312cd9dba82ad8eaf9,0x458c2a06ba8dc3def078513ad98e9da8ced39e02,0.00131007,0x55f0,0.000000003
0x9c4ec88f387947da787f814dbbd0e5111478d157a2d984b5872cf715423ea1d3,0x114730e69462b085ea77c41565ea96472da68a3b,0x458c2a06ba8dc3def078513ad98e9da8ced39e02,0.000267,0x55f0,0.000000003
0x925a5dec822d48d2c5e6252e625f53a175f3a1fab1ccd66e870f3fc3ade62cd5,0x2f3b2119054a0f51a20254c26756e4c72652153d,0x8cfb113fa6fb32bb2e9041350d2cb04ea9774cb7,0.02565092,0x5208,0.000000003
0xf38dfd6c5d14483bbe04f68468ae677b7a2300cc93683de77a2afe2b8f78f5e0,0x8e868cbd7023306003b56fa4a0ca6f85cbf2afab,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,3.007937,0x5208,0.000000003
0x66e93888ee98201e5e823ed8b885798490c83bc73a432bf2058072f11b0b28af,0x375de1cb18882d7960e9b7e7feaaf76f7a85cdc0,0x75490a60fd4be281b0ee711bd6db724bdc7e815e,0.015,0x5208,0.000000002993604262
0x0023f9e012b87b08ba41cc5b84844266aa5834d819d9f1af045bfcdaa4eeac3e,0xf102dd6d3b6f479caa717e38ab1bb00da27c275b,0xf3545203c7fd32bfc43354da04dd5f4bcbfccca3,0.0083741403126419,0x5a3c,0.000000002988604262
0x2a4428d5b277cd966513b8f7ed622cf579fc3510c52a4917c4bf41eaf6bc335e,0x867319162659ac593b2f2cf97a970eb7a55d87e9,0xa0446d8804611944f1b527ecd37d7dcbe442caba,0,0x3cf05,0.000000002964610262
0x24acea4dc785006fb84e2ec9fd412d6184d1f621916c8741d86e9688b768e02c,0x1d3e134a94a14a020197e6dace635b60a7a462bb,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0,0x4df67,0.000000002964605462
0x4fb2953edd34008dc82d9bd87b785eee54da24769362dd0c726a4b5c5a586e88,0xd99ac0681b904991169a4f398b9043781adbe0c3,0x5523985926aa12ba58dc5ad00ddca99678d7227e,0,0x8f88d,0.000000002964605462
0x5c52415bafe075c44cf9a926a1030c46fde61a076fa6bb388ad44b0e4efa3ef9,0x959d73cb5a1c1ad7ebce3ec93fad3b2f9a25432e,0x2371e134e3455e0593363cbf89d3b6cf53740618,0,0x2f2b9,0.000000002964605462
0xcdb5591201391e62d429433fd11ba4c187104444e0b687e08ce265a1a4c33b9d,0xe93685f3bba03016f02bd1828badd6195988d950,0x173272739bd7aa6e4e214714048a9fe699453059,0,0x60324,0.000000002964605702
0x50890c977d3e5b3ed31d47f007081e0879d33085debd9b5de795c8d9a41efc96,0xa36b5ab860622d8cc9947842393b8b5376e59c08,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,0.0801,0x224fa,0.000000002964605462
0x6b233f9f0b9c8c23cf34d576e5446068129f35f0028ab2de0af04f09bce6f948,0x2f40d796917ffb642bd2e2bdd2c762a5e40fd749,0x5bd63a7ecc13b955c4f57e3f12a64c10263c14c1,0,0x1c1c6,0.000000002964605462
0x50bae0dc90c1e641dcd027a7ce756c5f2be961f8aae4d042987f4270d42b2f70,0xe93685f3bba03016f02bd1828badd6195988d950,0xc02ab410f0734efa3f14628780e6e695156024c2,0,0x53db4,0.000000002964605702
0xcbeddc8e582224d40e21a1d5eb38b0bf72cb653ce83b2bfd09dcb9a5944431fe,0x2c2fa8a0b0aa01169d1f7e2dc70829572c263d58,0x38d43a6cb8da0e855a42fb6b0733a0498531d774,0,0x18fcc,0.000000002964605462
0x383e65e0a2e7a0248bad401908aba862a9224d1a9200bf5072b084d0c3854d4a,0x0c6c8eaad52bbbb5ad0f259fbbf2988662be1d1e,0x39779cc8e898bc79e8b69e2ee29e2d946a9a6e02,0,0x1e8480,0.000000002964605462
0xedb9cc26a656f2136c10ad01f85aa06989f68bc866d059f6bb6b9d5bed468dd8,0xcabfcebd15a1138e3ac80249f6807905d2c0973f,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0,0x146c9,0.000000002964605462
